BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001254.1	BGC0001254.1	Alternaria alternata ACTTS3 gene for polyketide synthase, complete cds	T1PKS	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0001257.1	BGC0001257.1	Nodulisporium sp. ATCC74245 polyketide synthase (pks1) gene, complete cds	T1PKS	PKSI	Nodulisporium sp. ATCC74245	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Nodulisporium
BGC0001258.1	BGC0001258.1	Glarea lozoyensis polyketide synthase 1 (pks1) and gsp genes, complete cds	T1PKS	PKSI	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001264.1	BGC0001264.1	Phoma betae genes for putative dehydrogenase, putative FAD binding domain protein, short-chain dehydrogenase, zinc-binding dehydrogenase family protein, cytochrome P450, polyketide synthase, hypothetical proteins, complete cds	T1PKS	PKSI	Phoma betae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Phoma
BGC0001265.1	BGC0001265.1	Cochliobolus miyabeanus PKS1 gene for polyketide synthase, complete cds	T1PKS	PKSI	Bipolaris oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris
BGC0001266.1	BGC0001266.1	Cladonia grayi metabolic gene cluster, complete sequence	T1PKS	PKSI	Cladonia grayi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,OSLEUM clade,Lecanoromycetidae,Lecanorales,Lecanorineae,Cladoniaceae,Cladonia
BGC0001273.1	BGC0001273.1	Aspergillus ochraceus clone 2 MSAS-type polyketide synthase gene, complete cds	T1PKS	PKSI	Aspergillus ochraceus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001275.1	BGC0001275.1	Glarea lozoyensis polyketide syntase 2 (pks2) gene, complete cds	T1PKS	PKSI	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001276.1	BGC0001276.1	Aspergillus terreus atX gene for 6-methylsalicylic acid synthase, complete cds	T1PKS	PKSI	Aspergillus terreus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001280.1	BGC0001280.1	Phoma betae genes for putative dehydrogenase, putative FAD binding domain protein, short-chain dehydrogenase, zinc-binding dehydrogenase family protein, cytochrome P450, polyketide synthase, hypothetical proteins, complete cds	T1PKS	PKSI	Phoma betae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Phoma
BGC0001281.1	BGC0001281.1	Ustilago maydis 521 chromosome 23, whole genome shotgun sequence	T1PKS	PKSI	Ustilago maydis 521	Eukaryota,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago
BGC0001284.1	BGC0001284.1	Phaeosphaeria nodorum SN15 polyketide synthase mRNA, complete cds	T1PKS	PKSI	Parastagonospora nodorum SN15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0001293.1	BGC0001293.1	Streptomyces sp. NCIB 11649 CLD biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. NCIB 11649	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001296.1	BGC0001296.1	Streptomyces sp. MSC090213JE08 DNA, streptazone E biosynthetic gene cluster	T1PKS	PKSI	Streptomyces sp. MSC090213JE08	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001298.1	BGC0001298.1	Streptomyces calvus strain ATCC 13382 phosphohistidine phosphatase, hypothetical protein, Ann1, Ann2, Ann3, Ann4, Ann5, multidrug MFS transporter, and ATP-dependent DNA helicase genes, complete cds	T1PKS	PKSI	Streptomyces calvus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001303.1	BGC0001303.1	Micromonospora sp. RL09-050-HVF-A lobosamide biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Micromonospora sp. RL09-050-HVF-A	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001304.1	BGC0001304.1	Aspergillus flavus NRRL3357 scf_1106286419142 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001305.1	BGC0001305.1	Fusarium fujikuroi IMI 58289 draft genome, chromosome FFUJ_chr08	T1PKS	PKSI	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001330.1	BGC0001330.1	Micromonospora sp. RV43 contig4_size105044, whole genome shotgun sequence	T1PKS.NRPS.terpene	Others	Micromonospora sp. RV43	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001338.1	BGC0001338.1	Monascus ruber isolate M7 citrinin biosynthesis gene cluster, partial sequence	T1PKS	PKSI	Monascus ruber	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus
BGC0001339.1	BGC0001339.1	Phoma sp. MF5453 transcription factor (mfL3) gene, partial cds; and squalestatin S1 gene cluster, complete sequence	T1PKS.terpene	Others	Phoma sp. MF5453	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Phoma
BGC0001340.1	BGC0001340.1	Byssochlamys fulva strain IMI40021 byssochlamic acid and agnestadrides biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Byssochlamys fulva	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Byssochlamys
BGC0001348.1	BGC0001348.1	Streptomyces varsoviensis strain NRRL ISP-5346 contig33.1, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces varsoviensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001349.1	BGC0001349.1	Streptomyces sp. SCSIO 03032 methyltransferase and transcriptional regulator genes, complete cds; heronamide biosynthetic gene cluster, complete sequence; and hypothetical protein and transcriptional regulator genes, complete cds	T1PKS	PKSI	Streptomyces sp. SCSIO 03032	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001360.1	BGC0001360.1	Penicillium roqueforti FM164 genomic scaffold, ProqFM164S05, whole genome shotgun sequence	T1PKS	PKSI	Penicillium roqueforti FM164	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001373.1	BGC0001373.1	Sordaria araneosa DNA, contains sdnA, sdnB, sdnC, sdnD, sdnE, sdnF, sdnG, sdnH, sdnI, sdnJ, sdnK, sdnL, sdnM, sdnN, sdnO, sdnP, sdnQ, sdnR, sdnS, sdnT gene cluster, strain: ATCC 36386	T1PKS.terpene	Others	Sordaria araneosa	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Sordaria
BGC0001377.1	BGC0001377.1	Streptomyces uncialis strain DCA2648 alpha-L-arabinofuranosidase, hypothetical protein, and 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase genes, complete cds; uncialamycin biosynthetic gene cluster, complete sequence; and pyridoxamine 5'-phosphate oxidase gene, complete cds	T1PKS	PKSI	Streptomyces uncialis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001378.1	BGC0001378.1	Streptomyces sp. CB03234 hypothetical protein and ATP-dependent DNA helicase RecQ genes, complete cds; tiancimycin biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds	T1PKS	PKSI	Streptomyces sp. CB03234	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001396.1	BGC0001396.1	Streptomyces sp. A1(2016) biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. A1(2016)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001400.1	BGC0001400.1	Aspergillus terreus NIH2624 scaffold_15 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001403.1	BGC0001403.1	Aspergillus fumigatus Af293 chromosome 4, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001404.1	BGC0001404.1	Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c21	T1PKS	PKSI	Penicillium rubens Wisconsin 54-1255	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum species complex
BGC0001405.1	BGC0001405.1	Chaetomium globosum CBS 148.51 scaffold_5 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Chaetomium globosum CBS 148.51	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium
BGC0001433.1	BGC0001433.1	Streptomyces argillaceus argimycin P biosynthesis gene cluster	T1PKS	PKSI	Streptomyces argillaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001435.1	BGC0001435.1	Streptomyces sp. ZJ306 hydroxylase, deacetylase, and hypothetical proteins genes, complete cds; ikarugamycin gene cluster, complete sequence; and GCN5-related N-acetyltransferase, hypothetical protein, asparagine synthase, transcriptional regulator, ABC transporter, hypothetical proteins, putative membrane transport protein, putative acetyltransferase, cytochrome P450, putative alpha-glucosidase, phosphoketolase, helix-turn-helix domain-containing protein, membrane protein, NAD-dependent epimerase/dehydratase, RNA polymerase, sigma-24 subunit, and hypothetical proteins genes, complete cds	T1PKS.NRPS.lassopeptide	Others	Streptomyces sp. ZJ306	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001446.1	BGC0001446.1	Aspergillus flavus NRRL3357 scf_1106286418772 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001447.1	BGC0001447.1	Saccharomonospora azurea SZMC 14600 contig216, whole genome shotgun sequence	T1PKS	PKSI	Saccharomonospora azurea SZMC 14600	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
BGC0001452.1	BGC0001452.1	Streptomyces sp. CS149 genomic DNA containing Sipanmycin biosynthesis gene cluster region	T1PKS.oligosaccharide	Others	Streptomyces sp. CS149	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001489.1	BGC0001489.1	Cladonia uncialis subsp. uncialis clone SPAdes28 genomic sequence	T1PKS	PKSI	Cladonia uncialis subsp. uncialis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,OSLEUM clade,Lecanoromycetidae,Lecanorales,Lecanorineae,Cladoniaceae,Cladonia
BGC0001492.1	BGC0001492.1	Streptomyces sp. LC-6-2 abs biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. LC-6-2	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001495.1	BGC0001495.1	Actinoallomurus fulvus K09-0307 DNA, Actinoallolide biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Actinoallomurus fulvus	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
BGC0001504.1	BGC0001504.1	Amycolatopsis sp. AA4 chromosome, complete genome	T1PKS	PKSI	Amycolatopsis sp. AA4	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0001508.1	BGC0001508.1	Penicillium roqueforti strain CECT 2905 andrastin A biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Penicillium roqueforti	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001522.1	BGC0001522.1	Streptomyces filamentosus strain NRRL 15998 auroramycin biosynthetic gene cluster, complete sequence	T1PKS.oligosaccharide	Others	Streptomyces filamentosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001523.1	BGC0001523.1	Streptomyces sp. 211726 azalomycin F biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. 211726	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001533.1	BGC0001533.1	Streptomyces rochei borrelidin gene cluster, partial sequence	T1PKS	PKSI	Streptomyces rochei	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001537.1	BGC0001537.1	Streptomyces sp. NBRC 110030, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces sp. NBRC 110030	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001541.1	BGC0001541.1	Cercospora beticola strain 09-40 chromosome 1, whole genome shotgun sequence	T1PKS	PKSI	Cercospora beticola	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,Mycosphaerellaceae,Cercospora
BGC0001542.1	BGC0001542.1	Cercospora zeina CTB gene cluster, partial sequence	T1PKS	PKSI	Cercospora zeina	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,Mycosphaerellaceae,Cercospora
BGC0001578.1	BGC0001578.1	Talaromyces stipitatus ATCC 10500 scf_1105507295527 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Talaromyces stipitatus ATCC 10500	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces
BGC0001580.1	BGC0001580.1	Streptomyces aburaviensis Ebelactone biosynthetic gene cluster, strain ATCC31860	T1PKS.terpene	Others	Kitasatospora aburaviensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001583.1	BGC0001583.1	TPA_exp: Escovopsis weberi emodin biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Escovopsis weberi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis
BGC0001597.1	BGC0001597.1	Actinomadura fulva subsp. indica genomic DNA, fluvirucin biosynthetic genes, complete sequence, strain: ATCC 53714	T1PKS	PKSI	Actinomadura fulva subsp. indica	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0001606.1	BGC0001606.1	Fusarium fujikuroi IMI 58289 draft genome, chromosome FFUJ_chr11	T1PKS	PKSI	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001619.1	BGC0001619.1	Streptomyces sp. WAC2288 ibomycin biosynthesis gene cluster, partial sequence	T1PKS.oligosaccharide	Others	Streptomyces sp. WAC2288	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001620.1	BGC0001620.1	Streptomyces atratus Gcn5-related-N-acetyltransferase, ArsR family transcriptional regulator, pyruvate phosphate dikinase, transcriptional regulator, and TetR family transcriptional regulator genes, complete cds; ilamycin gene cluster, complete sequence; and porphobilinogen deaminase 2, porphobilinogen deaminase, phosphoglycerate mutase, and hypothetical protein genes, complete cds	T1PKS.NRPS.indole	Others	Streptomyces atratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001648.1	BGC0001648.1	Streptomyces sp. strain FXJ1.172 lasalocid biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001649.1	BGC0001649.1	Streptomyces lavendulae FRI-5 DNA, lav gene cluster	T1PKS	PKSI	Streptomyces lavendulae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001653.1	BGC0001653.1	Microbispora sp. GMKU363, whole genome shotgun sequence	T1PKS	PKSI	Microbispora sp. GMKU363	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Microbispora
BGC0001658.1	BGC0001658.1	Amycolatopsis sp. M39 A4R44_contig000005, whole genome shotgun sequence	T1PKS	PKSI	Amycolatopsis sp. M39	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0001662.1	BGC0001662.1	Kitasatospora mediocidica cle biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Kitasatospora mediocidica	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001670.1	BGC0001670.1	Streptomyces cinnamonensis strain ST021 monensin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces cinnamonensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001677.1	BGC0001677.1	Penicillium roqueforti strain CBS221.30 mycophenolic acid biosynthesis gene cluster, partial sequence	T1PKS	PKSI	Penicillium roqueforti	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001694.1	BGC0001694.1	Streptomyces koyangensis neoabyssomincin/abyssomicinbiosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces koyangensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001697.1	BGC0001697.1	Neurospora crassa OR74A linkage group I, whole genome shotgun sequence	T1PKS	PKSI	Neurospora crassa OR74A	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Neurospora
BGC0001700.1	BGC0001700.1	Streptomyces sp. IMB7-145 niphimycin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. IMB7-145	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001708.1	BGC0001708.1	Aspergillus novofumigatus IBT 16806 P174scaffold_14, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus novofumigatus IBT 16806	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001709.1	BGC0001709.1	Streptomyces albulus nystatin gene cluster, complete sequence; and hypothetical protein genes, complete cds	T1PKS	PKSI	Streptomyces albulus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001720.1	BGC0001720.1	Beauveria bassiana ARSEF 2860 unplaced genomic scaffold BBA_S00032, whole genome shotgun sequence	T1PKS	PKSI	Beauveria bassiana ARSEF 2860	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001722.1	BGC0001722.1	TPA_asm: Aspergillus nidulans FGSC A4 chromosome VI	T1PKS	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001729.1	BGC0001729.1	Penicillium brasilianum DNA, paraherquonin biosynthetic gene cluster, complete sequence, strain: NBRC 6234	T1PKS	PKSI	Penicillium brasilianum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001742.1	BGC0001742.1	Candidatus Streptomyces philanthi bv. triangulum strain 23Af2 piericidin biosynthesic gene cluster, complete sequence	T1PKS	PKSI	Candidatus Streptomyces philanthi bv. triangulum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001749.1	BGC0001749.1	Magnaporthe oryzae 70-15 chromosome 3, whole genome shotgun sequence	T1PKS	PKSI	Pyricularia oryzae 70-15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia
BGC0001755.1	BGC0001755.1	Streptomyces sp. strain OUC6819 rdm biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001763.1	BGC0001763.1	Streptomyces atratus DNA, ruf gene cluster for biosynthesis of rufomycin	T1PKS.NRPS.indole	Others	Streptomyces atratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001770.1	BGC0001770.1	Streptomyces sp. SD85 sceliphrolactam biosynthesic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. SD85	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001773.1	BGC0001773.1	Pseudonocardia sp. HH130630-07 plasmid pLS2-1, complete sequence	T1PKS	PKSI	Pseudonocardia sp. HH130630-07	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
BGC0001784.1	BGC0001784.1	Streptomyces seoulensis strain A01 streptoseomycin gene cluster, complete sequence	T1PKS	PKSI	Streptomyces seoulensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001800.1	BGC0001800.1	Candidatus Entotheonella serta isolate TSWB1 polyketide synthase (tnaA), polyketide synthase (tnaB), polyketide synthase / nonribosomal peptide synthase hybrid (tnaC), putative dioxygenase (tnaD), putative nonribosomal peptide synthase (tnaE), nonribosomal peptide synthase (tnaF), putative monooxygenase (tnaG), nonribosomal peptide synthase-like protein (tnaE), glycosyltransferase (tnaI), DUF2063-containing hypothetical protein, hypothetical protein, putative dehydrogenase, and transport protein genes, complete cds; and transport protein gene, partial cds	T1PKS.NRPS.bacteriocin	Others	Candidatus Entotheonella serta	Bacteria,Nitrospinae/Tectomicrobia group,Candidatus Tectomicrobia,Candidatus Entotheonella
BGC0001804.1	BGC0001804.1	Streptomyces sp. CB03234 hypothetical protein and ATP-dependent DNA helicase RecQ genes, complete cds; tiancimycin biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds	T1PKS	PKSI	Streptomyces sp. CB03234	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001812.1	BGC0001812.1	Micromonospora chalcea subsp. izumensis strain ATCC 21561 juvenimicin/rosamicin/M-4365/izenamicin gene cluster, complete sequence	T1PKS	PKSI	Micromonospora chalcea subsp. izumensis	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001815.1	BGC0001815.1	Streptomyces uncialis strain DCA2648 alpha-L-arabinofuranosidase, hypothetical protein, and 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase genes, complete cds; uncialamycin biosynthetic gene cluster, complete sequence; and pyridoxamine 5'-phosphate oxidase gene, complete cds	T1PKS	PKSI	Streptomyces uncialis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001827.1	BGC0001827.1	Sarocladium sp. RC-2018a xenovulene biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Sarocladium sp. 'schorii'	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Sarocladium
BGC0001828.1	BGC0001828.1	Streptomyces griseus strain HKI0741 zincophorin biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Streptomyces griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001830.1	BGC0001830.1	Salinispora pacifica strain CNS-237 spr gene cluster, complete sequence	T1PKS	PKSI	Salinispora pacifica	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001854.1	BGC0001854.1	Trichoderma harzianum strain T6776 Scaffolds0220.1, whole genome shotgun sequence	T1PKS	PKSI	Trichoderma harzianum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma
BGC0001858.1	BGC0001858.1	Parastagonospora nodorum SN15 scaffold_8, whole genome shotgun sequence	T1PKS	PKSI	Parastagonospora nodorum SN15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0001865.1	BGC0001865.1	Parastagonospora nodorum SN15 chromosome Unknown scaffold_13, whole genome shotgun sequence	T1PKS	PKSI	Parastagonospora nodorum SN15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0001866.1	BGC0001866.1	Byssochlamys spectabilis strain CBS 101075 chromosome Unknown C8Q69scaffold_14, whole genome shotgun sequence	T1PKS	PKSI	Byssochlamys spectabilis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Byssochlamys
BGC0001874.1	BGC0001874.1	Aspergillus flavus strain CA28 cyclopiazonic acid gene cluster, complete sequence	T1PKS.NRPS.indole	Others	Aspergillus flavus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
